Timestamp,1. How often do you shop online?  ,2. What is your age group?  ,"3. Which platform do you prefer for buying electronics (e.g., phones, laptops, gadgets)?  ",4. Where do you usually shop for fashion and apparel?,5.  Which platform do you prefer for beauty and skincare products?  ,6. Where do you typically buy groceries and household essentials?  ,7. What is the most important factor for you when choosing a platform to shop from?  ,8. Do you trust the product reviews and ratings on these platforms?  ,9. Which platform’s return and refund policy do you find the best?  
22/10/2024 10:41:19,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 10:50:44,weekly,25-34,Amazon,Amazon,Flipkart,None / I don’t buy fashion items online,Platform Trust and Security,"Yes, completely trust them",Flipkart
22/10/2024 10:52:10,Occasionally (once every few months),25-34,None / I don’t buy electronics online,Amazon,Amazon,None / I don’t buy fashion items online,Product Quality,Neutral,Amazon
22/10/2024 10:59:37,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 10:59:52,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 11:01:01,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 11:05:21,Monthly,25-34,Amazon,Ajio,Purplle,None / I don’t buy fashion items online,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 11:16:35,Monthly,25-34,Reliance Digital,Ajio,Flipkart,JioMart,Return/Refund Policy,Neutral,Myntra
22/10/2024 11:17:56,weekly,35-44,Reliance Digital,Amazon,Flipkart,JioMart,Return/Refund Policy,Neutral,Myntra
22/10/2024 11:18:13,Occasionally (once every few months),55 and above,Amazon,Flipkart,Flipkart,JioMart,Product Variety,Neutral,Flipkart
22/10/2024 11:18:34,Monthly,25-34,Reliance Digital,Zara,Amazon,JioMart,Platform Trust and Security,Somewhat don’t trust them,Ajio
22/10/2024 11:19:23,weekly,25-34,Reliance Digital,Ajio,Flipkart,JioMart,Platform Trust and Security,Neutral,Nykaa
22/10/2024 11:19:27,Occasionally (once every few months),55 and above,Flipkart,Flipkart,Flipkart,Flipkart Supermart,Product Quality,Neutral,Myntra
22/10/2024 11:19:58,Monthly,35-44,Croma,Ajio,Myntra,Flipkart Supermart,Return/Refund Policy,Somewhat don’t trust them,I don’t use return/refund services
22/10/2024 11:20:29,weekly,25-34,Flipkart,Amazon,Flipkart,Flipkart Supermart,Return/Refund Policy,Neutral,Nykaa
22/10/2024 11:20:36,weekly,45-54,Reliance Digital,Amazon,Purplle,Blinkit,Return/Refund Policy,Neutral,Myntra
22/10/2024 11:21:37,Monthly,25-34,Amazon,H&M,Flipkart,Blinkit,Price and Discounts,Neutral,Amazon
22/10/2024 11:21:38,weekly,35-44,Flipkart,Ajio,Amazon,Zepto,Product Variety,Neutral,Ajio
22/10/2024 11:22:26,weekly,35-44,Amazon,H&M,Amazon,I go to my local grocery store,Platform Trust and Security,Neutral,Flipkart
22/10/2024 11:25:11,weekly,45-54,Croma,Amazon,Myntra,Zepto,Product Quality,Neutral,Nykaa
22/10/2024 11:27:08,weekly,55 and above,Flipkart,Flipkart,Flipkart,Flipkart Supermart,Product Quality,Neutral,Amazon
22/10/2024 11:28:50,Monthly,45-54,Amazon,Amazon,Amazon,Flipkart Supermart,Product Variety,"Yes, completely trust them",Amazon
22/10/2024 11:30:08,weekly,25-34,Flipkart,Flipkart,Flipkart,Blinkit,Product Quality,Somewhat trust them,Myntra
22/10/2024 11:30:41,Monthly,25-34,Reliance Digital,Flipkart,Purplle,Flipkart Supermart,Platform Trust and Security,Neutral,Nykaa
22/10/2024 11:31:10,Occasionally (once every few months),35-44,None / I don’t buy electronics online,Amazon,Amazon,JioMart,Product Variety,Somewhat don’t trust them,Nykaa
22/10/2024 11:31:55,weekly,25-34,Flipkart,Flipkart,Amazon,JioMart,Platform Trust and Security,Somewhat don’t trust them,Ajio
22/10/2024 11:35:11,Monthly,45-54,Flipkart,Amazon,Flipkart,Flipkart Supermart,Product Quality,Somewhat trust them,Amazon
22/10/2024 11:36:21,Monthly,45-54,Flipkart,Flipkart,Amazon,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
22/10/2024 11:37:18,weekly,45-54,Flipkart,Amazon,Amazon,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
22/10/2024 11:37:20,Occasionally (once every few months),55 and above,Amazon,Amazon,Purplle,JioMart,Product Variety,Neutral,Nykaa
22/10/2024 11:38:09,Monthly,45-54,Flipkart,Amazon,Flipkart,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
22/10/2024 11:39:30,Monthly,18-24,Amazon,Myntra,Nykaa,JioMart,Product Quality,Neutral,Amazon
22/10/2024 11:40:12,Daily,25-34,Flipkart,Flipkart,Myntra,Zepto,Product Quality,Somewhat trust them,Flipkart
22/10/2024 11:40:41,Monthly,45-54,Reliance Digital,Flipkart,Myntra,Blinkit,Product Quality,Neutral,Ajio
22/10/2024 11:46:52,weekly,18-24,Flipkart,Ajio,Myntra,Zepto,Product Quality,Somewhat trust them,Amazon
22/10/2024 11:47:53,Occasionally (once every few months),25-34,None / I don’t buy electronics online,Amazon,Myntra,None / I don’t buy fashion items online,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 11:48:36,Rarely (once or twice a year),18-24,None / I don’t buy electronics online,None / I don’t buy fashion items online,Flipkart,None / I don’t buy fashion items online,Availability of Offers and Coupons,Somewhat trust them,Amazon
22/10/2024 11:48:41,Monthly,35-44,Croma,Ajio,Myntra,Zepto,Platform Trust and Security,Somewhat trust them,Myntra
22/10/2024 11:49:19,Daily,25-34,Flipkart,Myntra,Nykaa,Blinkit,Product Quality,Neutral,Nykaa
22/10/2024 11:52:48,Occasionally (once every few months),18-24,None / I don’t buy electronics online,Myntra,Amazon,None / I don’t buy fashion items online,Platform Trust and Security,Somewhat trust them,Myntra
22/10/2024 12:29:33,Monthly,18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 12:29:47,Monthly,18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 12:30:19,Monthly,Under 18,Amazon,H&M,Myntra,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 12:31:06,Monthly,18-24,Amazon,H&M,Nykaa,Blinkit,Price and Discounts,Neutral,Amazon
22/10/2024 12:31:22,Monthly,25-34,Amazon,Myntra,None / I don’t buy fashion items online,Blinkit,Price and Discounts,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 12:31:48,Monthly,18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 12:32:17,Rarely (once or twice a year),25-34,None / I don’t buy electronics online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,Product Quality,Neutral,I don’t use return/refund services
22/10/2024 12:32:44,weekly,18-24,Amazon,H&M,Nykaa,JioMart,Platform Trust and Security,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 12:33:03,Monthly,18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,Neutral,I don’t use return/refund services
22/10/2024 12:33:32,Occasionally (once every few months),18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,Neutral,Myntra
22/10/2024 12:34:00,Monthly,18-24,None / I don’t buy electronics online,Myntra,Myntra,Blinkit,Availability of Offers and Coupons,"Yes, completely trust them",Myntra
22/10/2024 12:34:24,Monthly,18-24,Reliance Digital,Amazon,Nykaa,Blinkit,Product Quality,"Yes, completely trust them",Amazon
22/10/2024 13:11:56,weekly,25-34,Flipkart,Myntra,Myntra,Zepto,Product Quality,Somewhat trust them,Amazon
22/10/2024 13:12:50,weekly,45-54,Croma,Myntra,Nykaa,Zepto,Product Quality,Neutral,Amazon
22/10/2024 13:13:13,Daily,35-44,Amazon,Zara,Myntra,Blinkit,Price and Discounts,Neutral,Amazon
22/10/2024 13:35:22,Occasionally (once every few months),18-24,Amazon,Ajio,Amazon,JioMart,Platform Trust and Security,Neutral,Ajio
22/10/2024 14:03:39,weekly,18-24,Amazon,Myntra,Amazon,Blinkit,Platform Trust and Security,Somewhat trust them,Myntra
22/10/2024 14:04:43,Daily,Under 18,Flipkart,Zara,Nykaa,Zepto,Price and Discounts,Neutral,Amazon
22/10/2024 14:05:26,Monthly,35-44,Amazon,Zara,None / I don’t buy fashion items online,Blinkit,Product Quality,Somewhat trust them,Flipkart
22/10/2024 14:06:17,Monthly,45-54,Amazon,Amazon,Myntra,JioMart,Platform Trust and Security,Somewhat don’t trust them,Amazon
22/10/2024 14:06:46,Occasionally (once every few months),Under 18,Amazon,Amazon,Amazon,None / I don’t buy fashion items online,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 14:21:19,Monthly,35-44,Amazon,Amazon,Myntra,Amazon,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 14:22:20,weekly,25-34,Flipkart,Myntra,Nykaa,Blinkit,Return/Refund Policy,Neutral,Ajio
22/10/2024 14:22:53,Daily,45-54,Amazon,Myntra,Nykaa,Zepto,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 14:23:29,Daily,35-44,Croma,H&M,Myntra,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 14:23:58,Daily,45-54,Reliance Digital,Ajio,Flipkart,Blinkit,Return/Refund Policy,"Yes, completely trust them",Flipkart
22/10/2024 14:24:19,Daily,45-54,Amazon,Myntra,Nykaa,Blinkit,Return/Refund Policy,"Yes, completely trust them",Amazon
22/10/2024 14:24:41,weekly,45-54,Croma,Flipkart,Myntra,Blinkit,Product Quality,Somewhat trust them,Flipkart
22/10/2024 14:25:03,weekly,45-54,Reliance Digital,Amazon,Flipkart,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 14:25:27,Daily,35-44,Croma,Zara,Nykaa,Zepto,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 14:25:54,Monthly,Under 18,Amazon,Zara,Nykaa,JioMart,Product Quality,Somewhat trust them,Flipkart
22/10/2024 14:26:20,Daily,45-54,Flipkart,Amazon,Myntra,JioMart,Return/Refund Policy,Neutral,Myntra
22/10/2024 14:26:45,Monthly,35-44,Croma,Zara,Purplle,Zepto,Product Quality,Neutral,Flipkart
22/10/2024 14:27:17,Monthly,25-34,Flipkart,Ajio,Nykaa,JioMart,Product Variety,Neutral,Amazon
22/10/2024 14:27:41,weekly,35-44,Reliance Digital,Amazon,Myntra,Zepto,Platform Trust and Security,Neutral,Amazon
22/10/2024 14:28:14,Monthly,45-54,Flipkart,Ajio,Nykaa,Zepto,Return/Refund Policy,Somewhat don’t trust them,Flipkart
22/10/2024 14:28:48,weekly,35-44,Flipkart,Ajio,Amazon,Zepto,Product Quality,"Yes, completely trust them",Amazon
22/10/2024 14:56:56,Monthly,45-54,Reliance Digital,Flipkart,Amazon,JioMart,Product Quality,"Yes, completely trust them",Ajio
22/10/2024 14:57:02,weekly,25-34,Amazon,Amazon,Flipkart,JioMart,Platform Trust and Security,"Yes, completely trust them",Amazon
22/10/2024 14:57:30,weekly,25-34,Amazon,Amazon,Amazon,JioMart,Platform Trust and Security,"Yes, completely trust them",Myntra
22/10/2024 14:58:01,Monthly,25-34,Flipkart,Flipkart,Flipkart,Flipkart Supermart,Platform Trust and Security,Neutral,Flipkart
22/10/2024 15:01:02,Occasionally (once every few months),45-54,Flipkart,Myntra,Nykaa,JioMart,Return/Refund Policy,Neutral,Flipkart
22/10/2024 15:01:53,weekly,25-34,Reliance Digital,Flipkart,Myntra,Blinkit,Product Quality,Somewhat trust them,Amazon
22/10/2024 15:11:58,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 15:13:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 15:13:58,Monthly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Return/Refund Policy,"Yes, completely trust them",Myntra
22/10/2024 15:15:06,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
22/10/2024 15:16:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 15:16:59,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 15:17:36,weekly,18-24,Flipkart,Myntra,Myntra,Flipkart Supermart,Return/Refund Policy,"Yes, completely trust them",Myntra
22/10/2024 15:17:55,Occasionally (once every few months),18-24,Amazon,Myntra,Nykaa,None / I don’t buy fashion items online,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 15:18:47,Occasionally (once every few months),25-34,Flipkart,Amazon,Amazon,None / I don’t buy fashion items online,Price and Discounts,Somewhat don’t trust them,Amazon
22/10/2024 15:20:02,Monthly,18-24,Amazon,Myntra,Nykaa,JioMart,Price and Discounts,Neutral,Amazon
22/10/2024 15:20:04,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 15:20:23,Monthly,18-24,Amazon,Myntra,Nykaa,Zepto,Price and Discounts,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 15:23:02,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 15:33:40,Rarely (once or twice a year),25-34,Amazon,None / I don’t buy fashion items online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,Product Quality,Neutral,Amazon
22/10/2024 15:50:12,Monthly,Under 18,Flipkart,Zara,Nykaa,Zepto,Product Quality,Neutral,Flipkart
22/10/2024 16:12:15,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 16:13:39,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 16:15:17,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 16:16:16,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
22/10/2024 16:17:28,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Neutral,Myntra
22/10/2024 16:18:50,weekly,18-24,Amazon,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Nykaa
22/10/2024 16:19:52,Monthly,25-34,None / I don’t buy electronics online,Amazon,None / I don’t buy fashion items online,JioMart,Return/Refund Policy,Neutral,Meesho 
22/10/2024 17:30:11,Occasionally (once every few months),18-24,Flipkart,Myntra,Myntra,Swiggy Instamart ,Product Quality,Neutral,Myntra
22/10/2024 17:40:00,Monthly,18-24,Amazon,Amazon,Amazon,None / I don’t buy fashion items online,Product Quality,Neutral,I don’t use return/refund services
22/10/2024 17:50:39,Occasionally (once every few months),25-34,Flipkart,Amazon,Amazon,JioMart,Product Quality,Neutral,Ajio
22/10/2024 17:52:06,Rarely (once or twice a year),25-34,Reliance Digital,Amazon,Flipkart,Zepto,Product Quality,Somewhat don’t trust them,Myntra
22/10/2024 17:57:27,weekly,45-54,Reliance Digital,Zara,Myntra,JioMart,Availability of Offers and Coupons,Don’t trust them at all,Nykaa
22/10/2024 17:57:59,weekly,35-44,Reliance Digital,Amazon,Flipkart,Zepto,Return/Refund Policy,Neutral,Nykaa
22/10/2024 17:58:29,weekly,18-24,Croma,Amazon,Flipkart,JioMart,Product Variety,Somewhat don’t trust them,Flipkart
22/10/2024 17:59:09,Rarely (once or twice a year),45-54,None / I don’t buy electronics online,Amazon,Amazon,Zepto,Price and Discounts,"Yes, completely trust them",Ajio
22/10/2024 18:01:13,Rarely (once or twice a year),45-54,Flipkart,None / I don’t buy fashion items online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,Availability of Offers and Coupons,Don’t trust them at all,I don’t use return/refund services
22/10/2024 18:01:34,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:05:39,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 18:05:58,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 18:33:37,Occasionally (once every few months),18-24,None / I don’t buy electronics online,Myntra,Nykaa,JioMart,Price and Discounts,Somewhat trust them,Myntra
22/10/2024 18:40:45,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:41:03,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:53:45,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:54:04,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Myntra
22/10/2024 18:54:43,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:56:20,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:56:53,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Nykaa
22/10/2024 18:57:39,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 18:58:12,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 19:02:52,Monthly,Under 18,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 19:03:09,Monthly,18-24,Amazon,None / I don’t buy fashion items online,Nykaa,Blinkit,Product Variety,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 19:03:31,Monthly,18-24,Amazon,Zara,Nykaa,Blinkit,Availability of Offers and Coupons,Neutral,Amazon
22/10/2024 19:03:51,Monthly,18-24,None / I don’t buy electronics online,Myntra,Purplle,Blinkit,Product Variety,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 19:04:08,Monthly,18-24,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",I don’t use return/refund services
22/10/2024 19:04:56,Monthly,18-24,Amazon,Myntra,Nykaa,None / I don’t buy fashion items online,Availability of Offers and Coupons,Somewhat don’t trust them,Amazon
22/10/2024 19:10:41,weekly,35-44,Amazon,Myntra,Myntra,Flipkart Supermart,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 19:11:02,Daily,45-54,Flipkart,Myntra,Flipkart,Zepto,Product Quality,Neutral,Myntra
22/10/2024 19:11:24,Monthly,35-44,Croma,H&M,Amazon,Zepto,Product Quality,"Yes, completely trust them",Flipkart
22/10/2024 19:11:45,Monthly,45-54,Flipkart,Myntra,Myntra,Flipkart Supermart,Return/Refund Policy,Neutral,Flipkart
22/10/2024 19:12:06,Daily,35-44,Croma,Zara,Amazon,Flipkart Supermart,Product Quality,Somewhat trust them,Flipkart
22/10/2024 19:12:29,weekly,35-44,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 19:12:48,Occasionally (once every few months),45-54,Croma,Amazon,Flipkart,Zepto,Return/Refund Policy,"Yes, completely trust them",Amazon
22/10/2024 19:13:07,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 19:13:12,weekly,35-44,Amazon,Myntra,Nykaa,Zepto,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 19:13:31,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 19:13:32,weekly,35-44,Reliance Digital,Myntra,Nykaa,Zepto,Product Quality,"Yes, completely trust them",Flipkart
22/10/2024 19:13:53,Daily,35-44,Reliance Digital,Flipkart,Flipkart,Zepto,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 19:14:22,Daily,35-44,Amazon,Myntra,Flipkart,Zepto,Platform Trust and Security,Somewhat trust them,Amazon
22/10/2024 19:14:48,Daily,45-54,Reliance Digital,Flipkart,Amazon,Flipkart Supermart,Return/Refund Policy,"Yes, completely trust them",Myntra
22/10/2024 19:15:12,Daily,35-44,Croma,Flipkart,Myntra,Blinkit,Price and Discounts,Neutral,Myntra
22/10/2024 19:23:05,weekly,18-24,Flipkart,Myntra,Nykaa,Flipkart Supermart,Product Quality,"Yes, completely trust them",Myntra
22/10/2024 20:04:25,Monthly,18-24,Reliance Digital,Flipkart,Amazon,Flipkart Supermart,Product Quality,Somewhat trust them,Myntra
22/10/2024 20:04:48,Occasionally (once every few months),Under 18,None / I don’t buy electronics online,Ajio,Flipkart,None / I don’t buy fashion items online,Product Quality,"Yes, completely trust them",Ajio
22/10/2024 20:05:21,Daily,Under 18,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 20:05:41,weekly,18-24,Flipkart,Ajio,Myntra,Zepto,Product Quality,Somewhat trust them,Flipkart
22/10/2024 20:06:02,Monthly,25-34,Reliance Digital,Flipkart,Flipkart,Flipkart Supermart,Return/Refund Policy,Neutral,Myntra
22/10/2024 20:06:31,Occasionally (once every few months),35-44,Croma,Amazon,Amazon,JioMart,Platform Trust and Security,Somewhat don’t trust them,Nykaa
22/10/2024 20:07:00,Occasionally (once every few months),45-54,None / I don’t buy electronics online,Zara,Amazon,None / I don’t buy fashion items online,Product Variety,Somewhat don’t trust them,Ajio
22/10/2024 20:07:27,Never,55 and above,None / I don’t buy electronics online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,None / I don’t buy fashion items online,Availability of Offers and Coupons,Somewhat don’t trust them,I don’t use return/refund services
22/10/2024 20:07:47,Rarely (once or twice a year),Under 18,Reliance Digital,Myntra,Flipkart,Blinkit,Return/Refund Policy,"Yes, completely trust them",Myntra
22/10/2024 20:08:13,Never,45-54,None / I don’t buy electronics online,Zara,Purplle,Zepto,Product Variety,Somewhat don’t trust them,Ajio
22/10/2024 20:08:42,Never,55 and above,None / I don’t buy electronics online,H&M,Amazon,Flipkart Supermart,Return/Refund Policy,Neutral,Nykaa
22/10/2024 20:09:04,weekly,18-24,Flipkart,Flipkart,Flipkart,Flipkart Supermart,Return/Refund Policy,Neutral,Nykaa
22/10/2024 20:09:16,Occasionally (once every few months),18-24,Flipkart,Flipkart,Amazon,Zepto,Price and Discounts,Neutral,Ajio
22/10/2024 20:09:28,Rarely (once or twice a year),45-54,None / I don’t buy electronics online,Zara,Amazon,Flipkart Supermart,Platform Trust and Security,Somewhat don’t trust them,Nykaa
22/10/2024 20:09:49,Daily,25-34,Flipkart,Ajio,Myntra,Zepto,Product Quality,Somewhat trust them,Flipkart
22/10/2024 20:10:09,weekly,18-24,Flipkart,Ajio,Myntra,Zepto,Product Quality,Somewhat trust them,Flipkart
22/10/2024 20:32:43,Occasionally (once every few months),Under 18,Amazon,Myntra,Nykaa,Blinkit,Product Quality,Neutral,Amazon
22/10/2024 20:51:01,Monthly,18-24,None / I don’t buy electronics online,Myntra,Nykaa,None / I don’t buy fashion items online,Price and Discounts,Somewhat trust them,Amazon
22/10/2024 20:54:27,Daily,18-24,Amazon,Flipkart,Myntra,Blinkit,Price and Discounts,Neutral,Amazon
22/10/2024 20:54:50,Daily,Under 18,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,Somewhat trust them,Flipkart
22/10/2024 20:55:03,Monthly,35-44,Flipkart,Ajio,Flipkart,None / I don’t buy fashion items online,Availability of Offers and Coupons,Don’t trust them at all,Amazon
22/10/2024 20:55:16,Daily,25-34,Amazon,Myntra,Nykaa,Blinkit,Price and Discounts,"Yes, completely trust them",Amazon
22/10/2024 20:55:28,weekly,18-24,Reliance Digital,Flipkart,Flipkart,Flipkart Supermart,Availability of Offers and Coupons,Neutral,Flipkart
22/10/2024 20:55:46,weekly,35-44,Amazon,Ajio,Myntra,Zepto,Product Quality,Neutral,Ajio
22/10/2024 20:55:59,Monthly,35-44,None / I don’t buy electronics online,Amazon,Flipkart,Flipkart Supermart,Return/Refund Policy,Neutral,Myntra
22/10/2024 20:56:13,Occasionally (once every few months),25-34,Reliance Digital,Amazon,Myntra,Zepto,Price and Discounts,Somewhat trust them,Myntra
22/10/2024 20:56:27,Monthly,25-34,Reliance Digital,H&M,Purplle,JioMart,Product Variety,Neutral,Myntra
22/10/2024 20:56:43,weekly,25-34,Reliance Digital,Amazon,Flipkart,Flipkart Supermart,Product Variety,Neutral,Myntra
22/10/2024 20:56:58,Rarely (once or twice a year),45-54,Croma,Flipkart,Flipkart,Flipkart Supermart,Return/Refund Policy,Neutral,Nykaa
22/10/2024 20:57:12,Monthly,18-24,Reliance Digital,Amazon,Purplle,JioMart,Return/Refund Policy,Somewhat trust them,Nykaa
22/10/2024 20:59:45,Monthly,18-24,None / I don’t buy electronics online,Myntra,Myntra,None / I don’t buy fashion items online,Product Quality,Somewhat trust them,Myntra
22/10/2024 21:00:08,Daily,25-34,Croma,Zara,Amazon,Zepto,Return/Refund Policy,Neutral,Nykaa
22/10/2024 21:00:19,weekly,18-24,Croma,Amazon,Amazon,Flipkart Supermart,Product Quality,Somewhat trust them,Ajio
22/10/2024 21:00:33,Rarely (once or twice a year),18-24,Amazon,Flipkart,Flipkart,Blinkit,Price and Discounts,"Yes, completely trust them",Flipkart
22/10/2024 21:00:52,Monthly,35-44,None / I don’t buy electronics online,Ajio,Myntra,Blinkit,Product Quality,Somewhat trust them,Ss
22/10/2024 21:01:05,Monthly,35-44,Croma,H&M,Purplle,Zepto,Product Quality,"Yes, completely trust them",Amazon
22/10/2024 21:01:10,Rarely (once or twice a year),35-44,Croma,Amazon,Myntra,Zepto,Product Quality,Somewhat trust them,Ajio
22/10/2024 21:01:33,Monthly,25-34,Reliance Digital,Flipkart,Myntra,Zepto,Platform Trust and Security,Somewhat don’t trust them,Amazon
22/10/2024 21:01:53,weekly,35-44,Flipkart,Myntra,Nykaa,Blinkit,Platform Trust and Security,"Yes, completely trust them",Amazon
22/10/2024 21:01:54,Monthly,45-54,Croma,Zara,Flipkart,Flipkart Supermart,Platform Trust and Security,Somewhat don’t trust them,Myntra
22/10/2024 21:02:41,weekly,18-24,Flipkart,Flipkart,Myntra,Flipkart Supermart,Platform Trust and Security,Somewhat trust them,Flipkart
22/10/2024 21:02:53,Monthly,35-44,None / I don’t buy electronics online,Zara,Amazon,JioMart,Platform Trust and Security,Don’t trust them at all,Myntra
22/10/2024 21:02:58,Daily,25-34,Amazon,Ajio,Myntra,Zepto,Product Variety,"Yes, completely trust them",Amazon
22/10/2024 21:03:04,Occasionally (once every few months),35-44,None / I don’t buy electronics online,Flipkart,Myntra,Blinkit,Product Quality,Somewhat don’t trust them,Myntra
22/10/2024 21:03:21,Monthly,45-54,Flipkart,Ajio,Nykaa,Zepto,Price and Discounts,"Yes, completely trust them",Flipkart
22/10/2024 21:03:25,Daily,25-34,Amazon,Flipkart,Purplle,Flipkart Supermart,Price and Discounts,Neutral,Amazon
